,x,z,theta,u,w,reward
-8.0,29.169099712676143,0.6081860599544829,0.34350536448701596,5.034889963102687,2.811334637552448,-0.083265744
-6.0,23.014812679249015,1.9914226472774417,0.39806996068909967,5.033630847498619,2.6171783971615605,-0.1693782
-4.0,29.088175665122357,2.877225493422448,0.6300070398599298,7.787288064574322,2.465423274166313,-0.72853255
-2.0,26.982113479323424,1.6668868609352472,0.5160759189356895,9.366043462414531,2.390629800062521,-0.6606881
0.0,16.779235325156737,0.9134376266875955,0.37709911312831507,6.647050289372186,4.1432643928946025,-0.033394363
2.0,19.062263172313003,3.1853933729197412,0.9776662539058207,6.643581220016246,5.933877263349654,-0.5932873
4.0,20.036501616524678,3.6935710145506504,1.0154015537205847,7.899988535561384,6.989119412745753,-0.61461276
6.0,16.860131219128,3.6195167997532467,1.0589814214546636,6.462835545947707,8.723662074557968,-0.5432523
8.0,37.90912558260558,4.995802985169502,0.030105848191404473,20.82715480580044,0.4989368450600839,-1.0
